frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.43,1,1.38,0.00,1.37,0.15,0.00,0.00,0.00,0.65,0.60,0.56,0.05,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2,0,0.020,0.93,1,1.01,0.00,1.25,0.05,0.00,0.00,0.07,1.06,0.51,0.98,0.28,0.40,0.00,0.05,0.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
3,0,0.040,0.88,1,0.65,0.00,1.39,0.00,0.00,0.00,0.13,1.45,0.40,1.70,0.26,0.30,0.00,0.23,0.47,0.00,0.04,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
4,0,0.060,0.88,1,0.35,0.00,1.36,0.00,0.00,0.00,0.13,1.85,0.41,2.41,0.16,0.23,0.00,0.50,0.75,0.00,0.06,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
5,0,0.080,0.88,1,0.10,0.00,0.92,0.00,0.00,0.00,0.10,2.09,0.35,2.99,0.05,0.15,0.00,0.68,1.10,0.23,0.07,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
6,0,0.100,0.88,1,0.00,0.00,0.44,0.00,0.00,0.00,0.07,2.05,0.30,3.20,0.05,0.11,0.00,0.77,1.67,0.53,0.08,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
7,0,0.120,0.88,1,0.00,0.00,0.24,0.00,0.00,0.00,0.07,1.83,0.30,3.18,0.00,0.00,0.00,0.71,2.34,0.78,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
8,0,0.140,0.88,1,0.00,0.00,0.32,0.00,0.00,0.00,0.03,1.77,0.39,3.12,0.02,0.12,0.00,0.77,2.38,1.11,0.16,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
9,0,0.160,0.88,1,0.00,0.00,0.38,0.00,0.00,0.00,0.05,1.89,0.51,3.02,0.02,0.19,0.00,0.84,2.24,1.41,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
10,0,0.180,0.88,1,0.00,0.00,0.47,0.00,0.00,0.00,0.10,1.97,0.49,2.89,0.02,0.19,0.00,0.98,2.10,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
