frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.77,1,0.00,0.00,0.64,0.00,0.58,0.00,0.00,0.83,0.51,0.01,0.00,1.79,0.81,0.22,0.15,2.54,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
2,0,0.020,0.88,1,0.00,0.00,0.47,0.00,0.65,0.00,0.00,0.90,0.58,0.24,0.24,1.84,0.60,0.26,0.20,2.61,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
3,0,0.040,0.77,1,0.00,0.00,0.38,0.00,0.63,0.00,0.00,0.88,0.59,0.24,0.24,1.81,0.46,0.19,0.41,2.57,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.060,0.77,1,0.00,0.00,0.37,0.00,0.63,0.00,0.00,0.87,0.57,0.36,0.37,1.82,0.34,0.31,0.65,2.23,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.080,0.77,1,0.00,0.00,0.40,0.00,0.61,0.00,0.00,0.96,0.56,0.30,0.70,1.92,0.23,0.29,0.88,2.26,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.100,0.88,1,0.00,0.00,0.44,0.00,0.64,0.00,0.00,1.00,0.55,0.46,1.02,2.12,0.10,0.45,0.85,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.120,0.88,1,0.04,0.00,0.47,0.00,0.64,0.00,0.00,0.93,0.60,0.48,1.17,1.95,0.00,0.39,0.93,1.75,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.140,0.88,1,0.04,0.00,0.50,0.00,0.66,0.00,0.00,0.77,0.59,0.40,1.16,1.94,0.00,0.37,1.02,1.41,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.160,0.88,1,0.07,0.00,0.51,0.00,0.67,0.00,0.00,0.65,0.60,0.35,1.32,1.69,0.00,0.30,1.07,1.24,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.180,0.88,1,0.09,0.00,0.54,0.00,0.64,0.00,0.00,0.51,0.56,0.24,1.14,1.68,0.00,0.28,1.05,1.24,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.200,0.88,1,0.14,0.00,0.58,0.00,0.59,0.00,0.00,0.36,0.52,0.18,1.00,1.51,0.00,0.29,1.00,1.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.220,0.88,1,0.14,0.00,0.61,0.00,0.53,0.00,0.00,0.29,0.51,0.12,0.83,1.54,0.00,0.31,1.05,1.27,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.240,0.88,1,0.16,0.00,0.61,0.00,0.50,0.00,0.00,0.25,0.49,0.09,0.57,1.49,0.00,0.22,1.11,1.27,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.260,0.88,1,0.19,0.00,0.53,0.00,0.50,0.00,0.00,0.22,0.54,0.06,0.59,1.46,0.00,0.23,1.13,1.34,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.280,0.88,1,0.22,0.00,0.53,0.00,0.52,0.00,0.00,0.16,0.54,0.00,0.47,1.35,0.00,0.23,1.16,1.28,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
